cliente,cnae_subclasse,sum_carteira_ativa,ano,cnae_subclasse_bcb,codigo_cnae_ibge,atividade_tru68_ibge
PJ,Atividades de produção de fotografias aéreas e submarinas,2670910.11,2018,Atividades de produção de fotografias aéreas e submarinas,7420,7380
PJ,Atividades veterinárias,131425774.15,2018,Atividades veterinárias,7500,7380
PJ,Filmagem de festas e eventos,18617121.99,2018,Filmagem de festas e eventos,7420,7380
PJ,Laboratórios fotográficos,19572889.63,2018,Laboratórios fotográficos,7420,7380
PJ,Pesquisas de mercado e de opinião pública,27426649.25,2018,Pesquisas de mercado e de opinião pública,7320,7380
PJ,Serviços de desenho técnico relacionados à arquitetura e engenharia,30690744.47,2018,Serviços de desenho técnico relacionados à arquitetura e engenharia,7119,7180
PJ,Serviços de perícia técnica relacionados à segurança do trabalho,26799996.21,2018,Serviços de perícia técnica relacionados à segurança do trabalho,7119,7180
PJ,Testes e análises técnicas,162123302.43,2018,Testes e análises técnicas,7120,7180
PJ,Comércio a varejo de motocicletas e motonetas usadas,36834856.16,2018,Comércio a varejo de motocicletas e motonetas usadas,4541,4500
PJ,Comércio a varejo de peças e acessórios usados para veículos automotores,123824046.73,2018,Comércio a varejo de peças e acessórios usados para veículos automotores,4530,4500
PJ,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,177179622.75,2018,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,4649,4580
PJ,Comércio atacadista de artigos de escritório e de papelaria,263973490.06,2018,Comércio atacadista de artigos de escritório e de papelaria,4647,4580
PJ,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",940158481.5,2018,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",4642,4580
PJ,Comércio atacadista de aves vivas e ovos,40389460.9,2018,Comércio atacadista de aves vivas e ovos,4633,4580
PJ,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,38383878.07,2018,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,4635,4580
PJ,Comércio atacadista de bebidas não especificadas anteriormente,675723022.13,2018,Comércio atacadista de bebidas não especificadas anteriormente,4635,4580
PJ,Comércio atacadista de carnes bovinas e suínas e derivados,637432620.19,2018,Comércio atacadista de carnes bovinas e suínas e derivados,4634,4580
PJ,Comércio atacadista de cereais e leguminosas beneficiados,6534912415.46,2018,Comércio atacadista de cereais e leguminosas beneficiados,4632,4580
PJ,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",283176546.07,2018,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",4632,4580
PJ,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",136363678.62,2018,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",4637,4580
PJ,"Comércio atacadista de cigarros, cigarrilhas e charutos",21332248.7,2018,"Comércio atacadista de cigarros, cigarrilhas e charutos",4636,4580
PJ,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,1341065259.49,2018,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,4652,4580
PJ,Comércio atacadista de cosméticos e produtos de perfumaria,1201189720.14,2018,Comércio atacadista de cosméticos e produtos de perfumaria,4646,4580
PJ,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",11377996839.78,2018,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",4683,4580
PJ,Comércio atacadista de embalagens,501485820.79,2018,Comércio atacadista de embalagens,4686,4580
PJ,Comércio atacadista de equipamentos de informática,1036374861.85,2018,Comércio atacadista de equipamentos de informática,4651,4580
PJ,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,313344568.39,2018,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,4649,4580
PJ,Comércio atacadista de ferragens e ferramentas,760527594.56,2018,Comércio atacadista de ferragens e ferramentas,4672,4580
PJ,Comércio atacadista de fumo beneficiado,481250485.04,2018,Comércio atacadista de fumo beneficiado,4636,4580
PJ,Comércio atacadista de leite e laticínios,375736516.47,2018,Comércio atacadista de leite e laticínios,4631,4580
PJ,"Comércio atacadista de livros, jornais e outras publicações",103367226.21,2018,"Comércio atacadista de livros, jornais e outras publicações",4647,4580
PJ,Comércio atacadista de lubrificantes,271262726.63,2018,Comércio atacadista de lubrificantes,4681,4580
PJ,Comércio atacadista de material elétrico,481315185.88,2018,Comércio atacadista de material elétrico,4673,4580
PJ,Comércio atacadista de medicamentos e drogas de uso veterinário,180170171.77,2018,Comércio atacadista de medicamentos e drogas de uso veterinário,4644,4580
PJ,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",3350297040.69,2018,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",4692,4580
PJ,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",2362984309.22,2018,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",4693,4580
PJ,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,817881923.79,2018,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,4663,4580
PJ,Comércio atacadista de móveis e artigos de colchoaria,223815898.64,2018,Comércio atacadista de móveis e artigos de colchoaria,4649,4580
PJ,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,968454818.42,2018,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,4669,4580
PJ,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,843583643.16,2018,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,4649,4580
PJ,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,516816301.63,2018,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,4684,4580
PJ,Comércio atacadista de pescados e frutos do mar,264852525.01,2018,Comércio atacadista de pescados e frutos do mar,4634,4580
PJ,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",280102556.2,2018,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",4639,4580
PJ,Comércio atacadista de produtos de higiene pessoal,374062997.44,2018,Comércio atacadista de produtos de higiene pessoal,4646,4580
PJ,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",444545087.74,2018,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",4649,4580
PJ,Comércio atacadista de produtos odontológicos,111344793.7,2018,Comércio atacadista de produtos odontológicos,4645,4580
PJ,Comércio atacadista de resíduos de papel e papelão,116357932.49,2018,Comércio atacadista de resíduos de papel e papelão,4687,4580
PJ,Comércio atacadista de resíduos e sucatas metálicos,429423476.54,2018,Comércio atacadista de resíduos e sucatas metálicos,4687,4580
PJ,"Comércio atacadista de sementes, flores, plantas e gramas",821941947.32,2018,"Comércio atacadista de sementes, flores, plantas e gramas",4623,4580
PJ,Comércio atacadista de tecidos,462463890.49,2018,Comércio atacadista de tecidos,4641,4580
PJ,Comércio atacadista de água mineral,24849162.13,2018,Comércio atacadista de água mineral,4635,4580
PJ,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,2559027235.07,2018,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,4689,4580
PJ,Comércio por atacado de peças e acessórios para motocicletas e motonetas,122091322.0,2018,Comércio por atacado de peças e acessórios para motocicletas e motonetas,4541,4500
PJ,Comércio sob consignação de veículos automotores,75214310.24,2018,Comércio sob consignação de veículos automotores,4512,4500
PJ,Comércio varejista de artigos de viagem,142447041.55,2018,Comércio varejista de artigos de viagem,4782,4580
PJ,"Comércio varejista de discos, CDs, DVDs e fitas",13511636.76,2018,"Comércio varejista de discos, CDs, DVDs e fitas",4762,4580
PJ,Comércio varejista de jornais e revistas,24707397.35,2018,Comércio varejista de jornais e revistas,4761,4580
PJ,Comércio varejista de laticínios e frios,151448430.04,2018,Comércio varejista de laticínios e frios,4721,4580
PJ,Comércio varejista de materiais hidráulicos,164148125.04,2018,Comércio varejista de materiais hidráulicos,4744,4580
PJ,Comércio varejista de objetos de arte,18319235.9,2018,Comércio varejista de objetos de arte,4789,4580
PJ,Comércio varejista de outros artigos usados,40831772.47,2018,Comércio varejista de outros artigos usados,4785,4580
PJ,Comércio varejista de pedras para revestimento,48412151.62,2018,Comércio varejista de pedras para revestimento,4744,4580
PJ,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",2964793688.86,2018,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",4713,4580
PJ,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",1049509614.07,2018,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",4612,4580
PJ,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",44826925.83,2018,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",4615,4580
PJ,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,11820360.11,2018,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,4618,4580
PJ,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",82467257.2,2018,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",4614,4580
PJ,Serviços de capotaria,3672016.66,2018,Serviços de capotaria,4520,4500
PJ,Administração de obras,207491631.62,2018,Administração de obras,4399,4180
PJ,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",629526174.26,2018,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",4222,4180
PJ,Construção de rodovias e ferrovias,3201748479.52,2018,Construção de rodovias e ferrovias,4211,4180
PJ,Impermeabilização em obras de engenharia civil,60504385.87,2018,Impermeabilização em obras de engenharia civil,4330,4180
PJ,Instalação de painéis publicitários,36163790.94,2018,Instalação de painéis publicitários,4329,4180
PJ,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",63445524.82,2018,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",4329,4180
PJ,Instalações de sistema de prevenção contra incêndio,53568865.44,2018,Instalações de sistema de prevenção contra incêndio,4322,4180
PJ,"Instalações hidráulicas, sanitárias e de gás",90811816.47,2018,"Instalações hidráulicas, sanitárias e de gás",4322,4180
PJ,Manutenção de redes de distribuição de energia elétrica,97507526.53,2018,Manutenção de redes de distribuição de energia elétrica,4221,4180
PJ,Montagem de estruturas metálicas,193582846.46,2018,Montagem de estruturas metálicas,4292,4180
PJ,Obras de montagem industrial,514011694.37,2018,Obras de montagem industrial,4292,4180
PJ,Perfuração e construção de poços de água,90360941.94,2018,Perfuração e construção de poços de água,4399,4180
PJ,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,338536356.85,2018,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,4399,4180
PJ,Serviços especializados para construção não especificados anteriormente,222378363.42,2018,Serviços especializados para construção não especificados anteriormente,4399,4180
PJ,"Ensino de artes cênicas, exceto dança",1079327.6,2018,"Ensino de artes cênicas, exceto dança",8592,8591
PJ,Ensino de dança,8583341.48,2018,Ensino de dança,8592,8591
PJ,Ensino de esportes,45025892.18,2018,Ensino de esportes,8591,8591
PJ,Ensino médio,496892319.51,2018,Ensino médio,8520,8591
PJ,Abate de aves,11015945397.91,2018,Abate de aves,1012,1091
PJ,"Confecção de roupas profissionais, exceto sob medida",155768259.44,2018,"Confecção de roupas profissionais, exceto sob medida",1413,1400
PJ,"Fabricação de acessórios do vestuário, exceto para segurança e proteção",131195802.15,2018,"Fabricação de acessórios do vestuário, exceto para segurança e proteção",1414,1400
PJ,Fabricação de alimentos para animais,2538183137.56,2018,Fabricação de alimentos para animais,1066,1093
PJ,Fabricação de artefatos de borracha não especificados anteriormente,910301616.77,2018,Fabricação de artefatos de borracha não especificados anteriormente,2219,2200
PJ,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,1282185423.36,2018,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,2229,2200
PJ,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",441557962.24,2018,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",2229,2200
PJ,Fabricação de artefatos de material plástico para uso pessoal e doméstico,563452026.46,2018,Fabricação de artefatos de material plástico para uso pessoal e doméstico,2229,2200
PJ,Fabricação de artefatos de material plástico para usos industriais,1319952185.06,2018,Fabricação de artefatos de material plástico para usos industriais,2229,2200
PJ,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",4117531.97,2018,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",1629,1600
PJ,"Fabricação de artefatos diversos de madeira, exceto móveis",322152649.34,2018,"Fabricação de artefatos diversos de madeira, exceto móveis",1629,1600
PJ,Fabricação de artefatos têxteis para uso doméstico,1644018833.98,2018,Fabricação de artefatos têxteis para uso doméstico,1351,1300
PJ,Fabricação de artigos de vidro,370639389.12,2018,Fabricação de artigos de vidro,2319,2300
PJ,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",83577553.2,2018,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",1521,1500
PJ,Fabricação de açúcar em bruto,19552737960.13,2018,Fabricação de açúcar em bruto,1071,1092
PJ,Fabricação de bijuterias e artefatos semelhantes,39815012.2,2018,Fabricação de bijuterias e artefatos semelhantes,3212,3180
PJ,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",34538245.2,2018,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",2930,2991
PJ,Fabricação de cervejas e chopes,3484338721.17,2018,Fabricação de cervejas e chopes,1113,1100
PJ,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",1032727872.27,2018,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",2063,2093
PJ,Fabricação de desinfestantes domissanitários,47393525.94,2018,Fabricação de desinfestantes domissanitários,2052,2092
PJ,Fabricação de embalagens de material plástico,2926694821.97,2018,Fabricação de embalagens de material plástico,2222,2200
PJ,Fabricação de embalagens de papel,1626479615.01,2018,Fabricação de embalagens de papel,1731,1700
PJ,"Fabricação de especiarias, molhos, temperos e condimentos",282568583.21,2018,"Fabricação de especiarias, molhos, temperos e condimentos",1095,1093
PJ,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",335938845.41,2018,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",2330,2300
PJ,"Fabricação de frutas cristalizadas, balas e semelhantes",158123791.64,2018,"Fabricação de frutas cristalizadas, balas e semelhantes",1093,1093
PJ,Fabricação de gelo comum,50565035.49,2018,Fabricação de gelo comum,1099,1093
PJ,Fabricação de obras de caldeiraria pesada,121356478.89,2018,Fabricação de obras de caldeiraria pesada,2513,2500
PJ,Fabricação de outros artigos de carpintaria para construção,21374901.76,2018,Fabricação de outros artigos de carpintaria para construção,1622,1600
PJ,Fabricação de outros produtos alimentícios não especificados anteriormente,4255851592.94,2018,Fabricação de outros produtos alimentícios não especificados anteriormente,1099,1093
PJ,"Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",70909415.32,2018,"Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",1220,1200
PJ,Fabricação de outros produtos químicos não especificados anteriormente,1796186229.76,2018,Fabricação de outros produtos químicos não especificados anteriormente,2099,2092
PJ,Fabricação de outros produtos têxteis não especificados anteriormente,481814174.59,2018,Fabricação de outros produtos têxteis não especificados anteriormente,1359,1300
PJ,Fabricação de painéis e letreiros luminosos,77991287.83,2018,Fabricação de painéis e letreiros luminosos,3299,3180
PJ,Fabricação de produtos de limpeza e polimento,497716472.84,2018,Fabricação de produtos de limpeza e polimento,2062,2093
PJ,Fabricação de produtos diversos não especificados anteriormente,135133784.84,2018,Fabricação de produtos diversos não especificados anteriormente,3299,3180
PJ,Fabricação de sabões e detergentes sintéticos,1283627208.9,2018,Fabricação de sabões e detergentes sintéticos,2061,2093
PJ,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",2077759586.63,2018,"Fabricação de sucos concentrados de frutas, hortaliças e legumes",1033,1093
PJ,"Fabricação de tintas, vernizes, esmaltes e lacas",786397953.79,2018,"Fabricação de tintas, vernizes, esmaltes e lacas",2071,2092
PJ,Facção de roupas profissionais,3080161.35,2018,Facção de roupas profissionais,1413,1400
PJ,"Impressão de livros, revistas e outras publicações periódicas",473729405.69,2018,"Impressão de livros, revistas e outras publicações periódicas",1811,1800
PJ,Instalação de máquinas e equipamentos industriais,166359622.45,2018,Instalação de máquinas e equipamentos industriais,3321,3300
PJ,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,47130593.14,2018,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,3319,3300
PJ,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",35436920.73,2018,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",3314,3300
PJ,"Manutenção e reparação de geradores, transformadores e motores elétricos",80386209.72,2018,"Manutenção e reparação de geradores, transformadores e motores elétricos",3313,3300
PJ,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,38205033.26,2018,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,3314,3300
PJ,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",56752265.36,2018,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",3314,3300
PJ,Manutenção e reparação de máquinas motrizes não-elétricas,10321701.42,2018,Manutenção e reparação de máquinas motrizes não-elétricas,3314,3300
PJ,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",39105140.2,2018,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",3313,3300
PJ,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,70607483.1,2018,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,3314,3300
PJ,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",19546755.35,2018,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",3311,3300
PJ,Manutenção e reparação de tratores agrícolas,11656636.88,2018,Manutenção e reparação de tratores agrícolas,3314,3300
PJ,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",46301044.47,2018,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário",1340,1300
PJ,Preparação de massa de concreto e argamassa para construção,257585501.71,2018,Preparação de massa de concreto e argamassa para construção,2330,2300
PJ,Preparação do leite,1023401863.26,2018,Preparação do leite,1051,1091
PJ,Produção de artefatos estampados de metal,387110971.17,2018,Produção de artefatos estampados de metal,2532,2500
PJ,Reforma de pneumáticos usados,282510601.28,2018,Reforma de pneumáticos usados,2212,2200
PJ,Serviços de confecção de armações metálicas para a construção,18502858.49,2018,Serviços de confecção de armações metálicas para a construção,2599,2500
PJ,Serviços de encadernação e plastificação,7155288.66,2018,Serviços de encadernação e plastificação,1822,1800
PJ,Serviços de pré-impressão,123725050.12,2018,Serviços de pré-impressão,1821,1800
PJ,Serviços de prótese dentária,54418527.91,2018,Serviços de prótese dentária,3250,3180
PJ,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,437893026.19,2018,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,0810,0580
PJ,Agências de notícias,8280333.6,2018,Agências de notícias,6391,6280
PJ,Atividades de gravação de som e de edição de música,19307027.09,2018,Atividades de gravação de som e de edição de música,5920,5980
PJ,Consultoria em tecnologia da informação,913059320.78,2018,Consultoria em tecnologia da informação,6204,6280
PJ,Desenvolvimento e licenciamento de programas de computador não-customizáveis,798145808.82,2018,Desenvolvimento e licenciamento de programas de computador não-customizáveis,6203,6280
PJ,"Edição de cadastros, listas e outros produtos gráficos",23243818.39,2018,"Edição de cadastros, listas e outros produtos gráficos",5819,5800
PJ,Edição de livros,761637748.84,2018,Edição de livros,5811,5800
PJ,Provedores de acesso às redes de comunicações,381392081.63,2018,Provedores de acesso às redes de comunicações,6190,6100
PJ,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",849036207.75,2018,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",6311,6280
PJ,Atividades de associações de defesa de direitos sociais,136689989.81,2018,Atividades de associações de defesa de direitos sociais,9430,9480
PJ,Atividades funerárias e serviços relacionados não especificados anteriormente,16406209.24,2018,Atividades funerárias e serviços relacionados não especificados anteriormente,9603,9480
PJ,"Reparação de calçados, bolsas e artigos de viagem",4089889.63,2018,"Reparação de calçados, bolsas e artigos de viagem",9529,9480
PJ,Reparação de relógios,1744637.39,2018,Reparação de relógios,9529,9480
PJ,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",51885296.5,2018,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",8720,8691
PJ,Atividades de atenção ambulatorial não especificadas anteriormente,63097106.84,2018,Atividades de atenção ambulatorial não especificadas anteriormente,8630,8691
PJ,Atividades de fonoaudiologia,12872115.38,2018,Atividades de fonoaudiologia,8650,8691
PJ,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,146062486.99,2018,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,8712,8691
PJ,Atividades de práticas integrativas e complementares em saúde humana,8997555.29,2018,Atividades de práticas integrativas e complementares em saúde humana,8690,8691
PJ,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,266224927.42,2018,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,8640,8691
PJ,Atividades de terapia ocupacional,2117077.57,2018,Atividades de terapia ocupacional,8650,8691
PJ,Laboratórios de anatomia patológica e citológica,45122842.83,2018,Laboratórios de anatomia patológica e citológica,8640,8691
PJ,Outras atividades de atenção à saúde humana não especificadas anteriormente,260266452.99,2018,Outras atividades de atenção à saúde humana não especificadas anteriormente,8690,8691
PJ,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,31858289.31,2018,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,8640,8691
PJ,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",14765552.87,2018,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",8640,8691
PJ,Serviços de tomografia,127399709.94,2018,Serviços de tomografia,8640,8691
PJ,Armazéns gerais - emissão de warrant,3208494713.69,2018,Armazéns gerais - emissão de warrant,5211,5280
PJ,"Organização de excursões em veículos rodoviários próprios, municipal",2515591.49,2018,"Organização de excursões em veículos rodoviários próprios, municipal",4929,4900
PJ,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,66740489.46,2018,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,5229,5280
PJ,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",1192335.49,2018,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",5229,5280
PJ,Transporte aquaviário para passeios turísticos,2322946.83,2018,Transporte aquaviário para passeios turísticos,5099,5000
PJ,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",1199421937.17,2018,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",4922,4900
PJ,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",1700090268.35,2018,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",4921,4900
PJ,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",1655052306.68,2018,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",4922,4900
PJ,Transporte rodoviário de produtos perigosos,3148344126.07,2018,Transporte rodoviário de produtos perigosos,4930,4900
PJ,"Atividades relacionadas a esgoto, exceto a gestão de redes",119098165.4,2018,"Atividades relacionadas a esgoto, exceto a gestão de redes",3702,3680
PJ,"Captação, tratamento e distribuição de água",10316538547.81,2018,"Captação, tratamento e distribuição de água",3600,3680
PJ,Coleta de resíduos perigosos,138434965.34,2018,Coleta de resíduos perigosos,3812,3680
PJ,"Recuperação de materiais metálicos, exceto alumínio",93390119.41,2018,"Recuperação de materiais metálicos, exceto alumínio",3831,3680
PJ,Recuperação de materiais não especificados anteriormente,113467481.05,2018,Recuperação de materiais não especificados anteriormente,3839,3680
PJ,Recuperação de materiais plásticos,159371734.98,2018,Recuperação de materiais plásticos,3832,3680
PJ,Cartórios,11835906.43,2018,Cartórios,6912,6980
PJ,Comércio varejista de artigos de iluminação,78508285.93,2018,Comércio varejista de artigos de iluminação,4754,4580
PJ,Construção de estações e redes de distribuição de energia elétrica,569140396.47,2018,Construção de estações e redes de distribuição de energia elétrica,4221,4180
PJ,Fabricação de farinha de mandioca e derivados,119775742.89,2018,Fabricação de farinha de mandioca e derivados,1063,1093
PJ,Recuperação de sucatas de alumínio,16436008.58,2018,Recuperação de sucatas de alumínio,3831,3680
PJ,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",1459854418.47,2018,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",7719,7700
PJ,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,425008.23,2018,Comércio a varejo de peças e acessórios usados para motocicletas e motonetas,4541,4500
PJ,Comércio atacadista de açúcar,2650647337.32,2018,Comércio atacadista de açúcar,4637,4580
PJ,Geração de energia elétrica,111914719040.76,2018,Geração de energia elétrica,3511,3500
PJ,Serviços de telefonia fixa comutada - STFC,4328733722.64,2018,Serviços de telefonia fixa comutada - STFC,6110,6100
PJ,Tratamento e disposição de resíduos não-perigosos,3706516887.93,2018,Tratamento e disposição de resíduos não-perigosos,3821,3680
PJ,Fabricação de álcool,12548171964.13,2018,Fabricação de álcool,1931,1992
PJ,Serviços de diálise e nefrologia,123856805.43,2018,Serviços de diálise e nefrologia,8640,8691
PJ,Organização logística do transporte de carga,2829452206.21,2018,Organização logística do transporte de carga,5250,5280
PJ,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,140691975.83,2018,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,4642,4580
PJ,Criação de peixes em água doce,25164957.74,2018,Criação de peixes em água doce,0322,0280
PJ,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",31594850.07,2018,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",5611,5600
PJ,"Discotecas, danceterias, salões de dança e similares",16576756.31,2018,"Discotecas, danceterias, salões de dança e similares",9329,9080
PJ,Exploração de jogos eletrônicos recreativos,4900472.81,2018,Exploração de jogos eletrônicos recreativos,9329,9080
PJ,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",577238098.8,2018,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",9003,9080
PJ,Gestão de instalações de esportes,532346180.85,2018,Gestão de instalações de esportes,9311,9080
PJ,Produção teatral,6656784.56,2018,Produção teatral,9001,9080
PJ,Aluguel de aparelhos de jogos eletrônicos,2820067.56,2018,Aluguel de aparelhos de jogos eletrônicos,7729,7700
PJ,"Aluguel de fitas de vídeo, DVDs e similares",4005753.31,2018,"Aluguel de fitas de vídeo, DVDs e similares",7722,7700
PJ,Aluguel de material médico,1170705.97,2018,Aluguel de material médico,7729,7700
