word;dict;goo;pt
megawatt;ˈmeɡ.ə.wɑːt;ˈmeɡəˌwät;megawatt
meiosis;maɪˈoʊ.sɪs;mīˈōsəs;meiose
meiotic;maɪˈɑː.t̬ɪk;nan;meiotic
melancholia;ˌmel.əŋˈkoʊ.li.ə;ˌmelənˈkōlēə;melancolia
melancholic;ˌmel.əŋˈkɑː.lɪk;ˈˌmelənˈˌkälik;melancólica(feminino)
melancholies;nan;ˈmelənˌkälē;melancolias
melancholy;ˈmel.əŋ.kɑː.li;ˈmelənˌkälē;melancólica(feminino)
melanin;ˈmel.ə.nɪn;ˈmelənən;melanina
melanoma;ˌmel.əˈnoʊ.mə;ˌmeləˈnōmə;melanoma
melatonin;mel.əˈtoʊ.nɪn;ˌmeləˈtōnən;Melatonina
melbourne;ˈmel.bɚn;nan;nan
meld;meld;meld;MELD
melee;ˈmeɪ.leɪ;ˈmāˌlā;corpo a corpo
mellifluous;melˈɪf.lu.əs;məˈliflo͞oəs;mellifluous
mellow;ˈmel.oʊ;ˈmelō;madura(feminino)
mellowed;ˈmel.əʊ;nan;suavizada(feminino)
mellowing;ˈmel.əʊ;nan;nan
melodic;məˈlɑː.dɪk;məˈlädik;melódica(feminino)
melodically;məˈlɑː.dɪ.kəl.i;nan;melodicamente
melodious;məˈloʊ.di.əs;məˈlōdēəs;melodiosa(feminino)
melodiously; /məˈləʊdiəsli/;nan;nan
melodrama;ˈmel.əˌdræm.ə;ˈmeləˌdrämə;melodrama
melodramatic;ˌmel.ə.drəˈmæt̬.ɪk;ˌmelədrəˈmadik;melodramática(feminino)
melodramatically;ˌmel.ə.drəˈmæt̬.ɪ.kəl.i;nan;melodramaticamente
melody;ˈmel.ə.di;ˈmelədē;melodia
melon;ˈmel.ən;ˈmelən;meloa(feminino)
melt;melt;melt;fundição
meltdown;ˈmelt.daʊn;ˈmeltˌdoun;Meltdown
melted;ˈmel.tɪd;ˈmeltəd;derretida(feminino)
melting;ˈmel.tɪŋ;ˈmeltiNG;Derretendo
member;ˈmem.bɚ;ˈmembər;membro
members;ˈmem.bɚ;nan;nan
membership;ˈmem.bɚ.ʃɪp;ˈmembərˌSHip;Filiação
membrane;ˈmem.breɪn;ˈmemˌbrān;membrana
memento;məˈmen.toʊ;məˈmenˌtō;lembrança
memo;ˈmem.oʊ;ˈmemō;memorando
memoir;ˈmem.wɑːr;ˈmemˌwär;Memórias
memorabilia;ˌmem.ər.əˈbɪl.i.ə;ˌmem(ə)rəˈbilēə;Mormes
memorable;ˈmem.ər.ə.bəl;ˈmem(ə)rəb(ə)l;memorável
memorably;ˈmem.ər.ə.bli;ˈmem(ə)rəblē;memorável
memorandum;ˌmem.əˈræn.dəm;ˌmeməˈrandəm;memorando
memorial;məˈmɔːr.i.əl;məˈmôrēəl;memorial
memories;ˈmem.ər.i;nan;nan
memory;ˈmem.ər.i;ˈmem(ə)rē;memória
memphis;ˈmem.fɪs;nan;nan
men;men;nan;homens
menace;ˈmen.əs;ˈmenəs;ameaça
menaced;ˈmen.ɪs;nan;ameaçada(feminino)
menacing;ˈmen.ə.sɪŋ;ˈmenəsiNG;ameaçadora(feminino)
menacingly;ˈmen.ə.sɪŋ.li;ˈmenəsiNGlē;ameaçadoramente
menagerie;məˈnædʒ.ɚ.i;məˈnajərē;Menagerie
menarche;nan;məˈnärkē;menarca
mend;mend;mend;emendar
mendacious;menˈdeɪ.ʃəs;menˈdāSHəs;mensageira(feminino)
mendacity;menˈdæs.ə.t̬i;menˈdasədē;MENDACIDADE
mended;mend;nan;nan
mendelevium; /ˌmendəˈliːviəm/,  /ˌmendəˈleɪviəm/;ˌmendəˈlēvēəm;Mendelevium
mender; /ˈmendər/;nan;nan
mendicant;ˈmen.dɪ.kənt;ˈmendəkənt;mendicante
mending;ˈmen.dɪŋ;ˈmendiNG;consertando
menfolk;ˈmen.foʊk;ˈmenˌfōk;Menfolk
menhir;ˈmen.hɪr;ˈmenˌhir;menhir
menhirs;nan;ˈmenˌhir;menhirs
menial;ˈmiː.ni.əl;ˈmēnēəl;servil
meningitis;ˌmen.ɪnˈdʒaɪ.t̬əs;ˌmenənˈjīdəs;meningite
meniscus;məˈnɪs.kəs;məˈniskəs;menisco
menopausal;ˈmen.ə.pɑːzəl;ˈmenəˈpôzəl;menopausa
menopause;ˈmen.ə.pɑːz;ˈmenəˌpôz;menopausa
menorah;məˈnɔːr.ə;məˈnôrə;Menorah
menstrual;ˈmen.strəl;ˈmenstr(o͞o)əl;menstrual
menstruating;ˈmen.stru.eɪt;nan;menstruação
menstruation;ˌmen.struˈeɪ.ʃən;ˌmenstro͞oˈāSH(ə)n;menstruação
menswear;ˈmenz.wer;ˈmenzˌwer;moda masculina
ment;-mənt;nan;nan
mental;-t̬əl;ˈmen(t)l;mental
mentality;menˈtæl.ə.t̬i;menˈtalədē;mentalidade
mentally;ˈmen.t̬əl.i;ˈment(ə)lē;mentalmente
menthol;ˈmen.θɑːl;ˈmenˌTHôl;mentol
mention;ˈmen.ʃən;ˈmen(t)SH(ə)n;menção
mentioned;ˈmen.ʃən;nan;nan
mentioning;ˈmen.ʃən;nan;nan
mentor;ˈmen.tɔːr;ˈmenˌtôr;mentora(feminino)
menu;ˈmen.juː;ˈmenyo͞o;cardápio
menus;ˈmen.juː;nan;nan
meow;ˌmiˈaʊ;mēˈou;Miau
mercantile;ˈmɝː.kən.taɪl;ˈmərkənˌtēl;mercantil
mercenary;ˈmɝː.sən.ri;ˈmərsəˌnerē;mercenária(feminino)
merchandise;ˈmɝː.tʃən.daɪs;nan;mercadoria
merchandising;ˈmɝː.tʃən.daɪ.zɪŋ;ˈmərCHənˌdīziNG;merchandising
merchant;ˈmɝː.tʃənt;ˈmərCHənt;comerciante
merchantable;ˈmɜːtʃəntəbl;ˈmərCHən(t)əb(ə)l;comerciante
merchantman; /ˈmɜːrtʃəntmən/;ˈmərCHəntmən;Merchantman
merchants;ˈmɝː.tʃənt;nan;nan
merciful;ˈmɝː.sɪ.fəl;ˈmərsəfəl;misericordiosa(feminino)
mercifully;ˈmɝː.sɪ.fəl.i;ˈmərsəf(ə)lē;misericordiosamente
merciless;ˈmɝː.sɪ.ləs;ˈmərsələs;impiedosa(feminino)
mercilessly;ˈmɝː.sɪ.ləs.li;ˈmərsələslē;impiedosamente
mercurial;mɝːˈkjʊr.i.əl;ˌmərˈkyo͝orēəl;mercurial
mercuric;nan;mərˈkyo͝orik;Mercurico
mercury;ˈmɝː.kjə.ri;ˈmərkyərē;mercúrio
mercy;ˈmɝː.si;ˈmərsē;misericórdia
mere;mɪr;mir;mera(feminino)
merely;ˈmɪr.li;ˈmirlē;apenas
merest;ˈmɪr.ɪst;nan;Merest
meretricious;ˌmer.əˈtrɪʃ.əs;ˌmerəˈtriSHəs;metricioso
merge;mɝːdʒ;mərj;mesclar
merged;mɜːdʒ;nan;mesclada(feminino)
merger;ˈmɝː.dʒɚ;ˈmərjər;fusão
merging;mɜːdʒ;nan;nan
meridian;məˈrɪd.i.ən;məˈridēən;meridiana(feminino)
meridional;nan;məˈridēənəl;meridional
meringue;məˈræŋ;məˈraNG;merengue
merino;məˈriː.noʊ;məˈrēnō;merino
merit;ˈmer.ɪt;ˈmerət;mérito
merited;ˈmer.ɪt;nan;nan
meriting;ˈmer.ɪt;nan;nan
meritocracy;ˌmer.əˈtɑː.krə.si;ˌmerəˈtäkrəsē;meritocracia
meritocratic;ˌmer.ɪ.t̬əˈkræt̬.ɪk;ˌmerədəˈkradik;meritocrático
meritocrats;nan;ˈmerədəˌkrat;meritocratas
meritorious;ˌmer.əˈtɔːr.i.əs;ˌmerəˈtôrēəs;meritória(feminino)
mermaid;ˈmɝː.meɪd;ˈmərˌmād;sereia
merman; /ˈmɜːrmæn/;ˈmərˌman;tritão
merrily;ˈmer.əl.i;ˈmerəlē;alegremente
merriment;ˈmer.i.mənt;ˈmerēmənt;alegria
merry;ˈmer.i;ˈmerē;alegre
merrymaking;ˈmer.iˌmeɪ.kiŋ;ˈmerēˌmākiNG;Merrymaking
mesa;ˈmeɪ.sə;ˈmāsə;Mesa
mescaline;ˈmes.kəl.iːn;ˈmeskəˌlēn;Mescalina
mesh;meʃ;meSH;malha
meshed;meʃ;nan;nan
meshing;meʃ;nan;nan
mesmeric;mezˈmer.ɪk;mezˈmerik;mesmérico
mesolithic;ˌmez.əˈlɪθ.ɪk;nan;mesolítica(feminino)
meson;ˈmez.ɑːn;ˈmēzän;méson
mesosphere;ˈmez.oʊ.sfɪr;ˈmezəˌsfir;mesosfera
mess;mes;mes;bagunça
message;ˈmes.ɪdʒ;ˈmesij;mensagem
messages;ˌaɪˈem;nan;nan
messaging;ˈmes.ɪ.dʒɪŋ;ˈmesijiNG;Mensagens
messed;mes;nan;nan
messenger;ˈmes.ɪn.dʒɚ;ˈmes(ə)njər;mensageira(feminino)
messiah;məˈsaɪ.ə;məˈsīə;messias
messily;ˈmes.əl.i;nan;bagunçada(feminino)
messing;mes;nan;nan
messy;ˈmes.i;ˈmesē;bagunçada(feminino)
mestizo;mesˈtiː.zoʊ;meˈstēzō;mestiça(feminino)
met;met;nan;conheceu
meta;ˈmet̬.ə;ˈmedə;Meta
metabolic;met̬.əˈbɑː.lɪk;ˌmedəˈbälik;metabólica(feminino)
metabolism;məˈtæb.əl.ɪ.zəm;məˈtabəˌlizəm;metabolismo
metadata;ˈmet̬.əˌdeɪ.t̬ə;ˈmedəˌdādə;metadados
metal;ˈmet̬.əl;ˈmedl;metal
metalanguage;ˈmet̬.əˌlæŋ.ɡwɪdʒ;ˈmedəˌlaNG(ɡ)wij;Metalanguage
metalinguistic; /ˌmetəlɪŋˈɡwɪstɪk/;nan;nan
metalled;ˈmet̬.əld;nan;metalou
metallic;məˈtæl.ɪk;məˈtalik;metálica(feminino)
metallurgical;ˌmet̬.əlˈɝː.dʒɪ.kəl;nan;metalúrgica(feminino)
metallurgist;ˈmet̬.əl.ɝː.dʒɪst;nan;metalurgista
metallurgy;ˈmet̬.əl.ɝː.dʒi;ˈmedlˌərjē;metalurgia
metals;ˈmet̬.əl;nan;nan
metalwork;ˈmet̬.əl.wɝːk;ˈmedlˌwərk;Metalwork
metamorphic;ˌmet̬.əˈmɔːr.fɪk;ˌmedəˈmôrfik;metamórfica(feminino)
metamorphose;ˌmet̬.əˈmɔːr.foʊz;ˌmedəˈmôrˌfōz;metamorfosear
metamorphose; /ˌmetəˈmɔːrfəʊz/;ˌmedəˈmôrˌfōz;metamorfosear
metamorphosed;ˌmet.əˈmɔː.fəʊz;ˌmedəˈmôrˌfōzd;metamorfoseada(feminino)
metamorphosis;ˌmet̬.əˈmɔːr.fə.sɪs;ˌmedəˈmôrfəsəs;metamorfose
metaphor;ˈmet̬.ə.fɔːr;ˈmedəˌfôr;metáfora
metaphorical;ˌmet̬.əˈfɔːr.ɪ.kəl;ˌmedəˈfôrik(ə)l;metafórica(feminino)
metaphorically;ˌmet̬.əˈfɔːr.ɪ.kəl.i;ˈˌmedəˈfôrək(ə)lē;metaforicamente
metaphysical;ˌmet̬.əˈfɪz.ɪ.kəl;ˌmedəˈfizək(ə)l;metafísica(feminino)
metaphysics;ˌmet̬.əˈfɪz.ɪks;ˌmedəˈfiziks;metafísica
metastable;nan;ˈmedəstābəl;metaestável
metastasis;məˈtæs.tə.sɪs;məˈtastəsəs;metástase
metastatic;ˌmet̬.əˈstæt̬.ɪk;ˌmedəˈstadik;metastática(feminino)
metatarsal;ˌmet̬.əˈtɑːr.səl;ˌmedəˈtärs(ə)l;metatarso
metempsychosis;nan;ˌmedəmˌsīˈkōsəs;metempsicose
meteor;ˈmiː.t̬i.ɔːr;ˈmēdēər;meteoro
meteoric;ˌmiː.t̬iˈɔːr.ɪk;ˌmēdēˈôrik;meteórica(feminino)
meteorite;-t̬i.ə.raɪt;ˈmēdēəˌrīt;meteorito
meteorological;ˌmiː.t̬i.ɚ.əˈlɑː.dʒɪ.kəl;ˌmēdēər(ə)ˈläjəkəl;meteorológica(feminino)
meteorologist;ˌmiː.t̬i.əˈrɑː.lə.dʒɪst;ˌmēdēəˈräləjəst;meteorologista
meteorology;ˌmiː.t̬i.əˈrɑː.lə.dʒi;ˌmēdēəˈräləjē;meteorologia
meter;ˈmiː.t̬ɚ;ˈmēdər;metro
metered;ˈmiː.tər;nan;medida(feminino)
metering;ˈmiː.tər;nan;nan
meters;ˈmiː.t̬ɚ;nan;nan
methadone;ˈmeθ.ə.doʊn;ˈmeTHəˌdōn;metadona
methane;ˈmiː.θeɪn;ˈmeTHān;metana(feminino)
methanol;ˈmeθ.ə.nɑːl;ˈmeTHəˌnôl;metanol
methionine;nan;məˈTHīəˌnēn;metionina
method;ˈmeθ.əd;ˈmeTHəd;método
methodical;məˈθɑː.dɪ.kəl;məˈTHädək(ə)l;metódica(feminino)
methodically;məˈθɑː.dɪ.kəl.i;məˈTHädək(ə)lē;metodicamente
methodological;ˌmeθ.ə.dəlˈɑː.dʒɪ.kəl;ˌmeTHədəˈläjəkəl;metodológica(feminino)
methodologically;ˌmeθ.ə.dəlˈɑː.dʒɪ.kəl.i;nan;metodologicamente
methodology;ˌmeθ.əˈdɑː.lə.dʒi;ˌmeTHəˈdäləjē;metodologia
methods;ˈmeθ.əd;nan;nan
methyl;ˈmeθ.əl;ˈmeTHəl;metilo
methylene;nan;ˈmeTHəˌlēn;metileno
meticulous;məˈtɪk.jə.ləs;məˈtikyələs;meticulosa(feminino)
meticulously;məˈtɪk.jə.ləs.li;məˈtikyələslē;meticulosamente
metonymic;ˌməˈtɑː.nə.mɪk;nan;metonímica(feminino)
metonymy;məˈtɑː.nə.mi;məˈtänəmē;metonímia
metre;ˈmiː.t̬ɚ;ˈmēdər;metro
metres;ˈmiː.t̬ɚ;nan;nan
metric;ˈmet.rɪk;ˈmetrik;métrica(feminino)
metrical;ˈmet.rɪkəl;ˈmetrək(ə)l;métrica(feminino)
metrication;ˌmet.rəˈkeɪ.ʃən;nan;Metrication
metrics;ˈmetrɪks;ˈmetriks;métricas(feminino)
metro;ˈmet.roʊ;ˈmetrō;metrô
metronome;ˈmet.rə.noʊm;ˈmetrəˌnōm;metrônomo
metronomic; /ˌmetrəˈnɑːmɪk/;nan;nan
metropolis;məˈtrɑː.pəl.ɪs;məˈträp(ə)ləs;metrópole
metropolitan;ˌmet.rəˈpɑː.lə.tən;ˌmetrəˈpälətn;Metropolitan
mettle;ˈmet̬.əl;ˈmedl;Valinha
mew;mjuː;myo͞o;mew
mewing;mjuː;nan;nan
mews;mjuːz;nan;mews
mexican;ˈmek.sɪ.kən;nan;nan
mexico;ˈmek.sɪ.koʊ;nan;nan
mezzanine;ˈmet.sə.niːn;ˈmezəˌnēn;mezanino
mi;miː;mē;mi
mia;ˌem.aɪˈeɪ;nan;nan
miami;maɪˈæm.i;nan;nan
miasma;miˈæz.mə;mīˈazmə;miasma
mic;maɪk;mīk;microfone
mica;ˈmaɪ.kə;ˈmīkə;mica(feminino)
mice;maɪs;nan;ratas(feminino)
michigan;ˈmɪʃ.ɪ.ɡən;nan;nan
micro;ˈmaɪ.kroʊ;ˈmīkrō;micro
microbe;ˈmaɪ.kroʊb;ˈmīˌkrōb;micróbio
microbial;maɪˈkroʊ.bi.əl;mīˈkrōbēəl;microbiano
microbiological;ˌmaɪ.kroʊˌbaɪ.əˈlɑː.dʒɪ.kəl;nan;microbiológica(feminino)
microbiologist;ˌmaɪ.kroʊ.baɪˈɑː.lə.dʒɪst;ˈˌmīkrōˌbīˈäləjəst;microbiologista
microbiology;ˌmaɪ.kroʊ.baɪˈɑː.lə.dʒi;ˌmīkrōˌbīˈäləjē;microbiologia
microchip;ˈmaɪ.kroʊ.tʃɪp;ˈmīkrōˌCHip;microchip
microcode; /ˈmaɪkrəʊkəʊd/;ˈmīkrōˌkōd;microcódigo
microcomputer;ˈmaɪ.kroʊ.kəmˌpjuː.t̬ɚ;ˈmīkrōkəmˌpyo͞odər;microcomputador
microcosm;ˈmaɪ.kroʊˌkɑː.zəm;ˈmīkrəˌkäzəm;microcosmo
microdensitometer;nan;ˌmīkrōˌden(t)səˈtämədər;microdensitômetro
microdot;ˈmaɪ.kroʊ.dɑːt;ˈmīkrəˌdät;microdot
microelectronics;ˌmaɪ.kroʊ.ɪˌlekˈtrɑː.nɪks;ˌmīkrōəˌlekˈträniks;Microeletrônica
microfarad;nan;ˈmīkrōferad;microfarad
microfiche;ˈmaɪ.kroʊ.fiːʃ;ˈmīkrəˌfēSH;microfia
microfilm;ˈmaɪ.kroʊ.fɪlm;ˈmīkrəˌfilm;microfilme
microfilming;ˈmaɪ.krəʊ.fɪlm;nan;microfilming
micrograph;nan;ˈmīkrəˌɡraf;micrografia
microgravity;ˈmaɪ.kroʊˌɡræv.ə.t̬i;ˌmīkrōˈɡravədē;microgravidade
microlight;ˈmaɪ.kroʊ.laɪt;nan;microlight
micrometer;maɪˈkrɑː.mə.t̬ɚ;ˌmīˈkrämədər;micrômetro
micron;ˈmaɪ.krɑːn;ˈmīˌkrän;Micron
microorganism;ˌmaɪ.kroʊˈɔːr.ɡən.ɪ.zəm;ˌmīkrōˈôrɡənizəm;microrganismo
microphone;ˈmaɪ.krə.foʊn;ˈmīkrəˌfōn;microfone
microprocessor;ˌmaɪ.kroʊˈprɑː.ses.ɚ;ˌmīkrəˈpräsesər;Microprocessador
microprogram;nan;ˈmīkrəprōɡrəm;microprograma
microscope;ˈmaɪ.krə.skoʊp;ˈmīkrəˌskōp;microscópio
microscopic;ˌmaɪ.krəˈskɑː.pɪk;ˌmīkrəˈskäpik;microscópica(feminino)
microscopically;ˌmaɪ.krəˈskɑː.pɪ.kəl.i;nan;microscopicamente
microscopy;maɪˈkrɑː.skə.pi;mīˈkräskəpē;microscopia
microsecond;ˈmaɪ.kroʊˌsek.ənd;ˈmīkrōˌsekənd;microssegundo
microsurgery;ˌmaɪ.kroʊˈsɝː.dʒər.i;ˈmīkrōˌsərjərē;microcirurgia
microwave;ˈmaɪ.kroʊ.weɪv;ˈmīkrəˌwāv;microondas
microwaveable;ˈmaɪ.krə.weɪ.və.bəl;nan;microondas
microwaved;ˈmaɪ.krə.weɪv;nan;microondas
micturition;ˌmɪk.tʃəˈrɪʃ.ən;ˌmikCHəˈriSH(ə)n;Micção
mid;mɪd;mid;MID
midafternoon;ˌæf.tɚ.təˈnuːn;nan;meio da tarde
midair;ˌmɪdˈer;midˈer;ar
midday;ˌmɪdˈdeɪ;ˈmidˌdā;meio -dia
midden;ˈmɪd.ən;ˈmidn;Midden
middle;ˈmɪd.əl;ˈmidl;meio
middleage;nan;ˈˌmidl ˈāj;meia idade
middleman;ˈmɪd.əl.mæn;ˈmidlˌman;intermediário
middleweight;ˈmɪd.əl.weɪt;ˈmidlˌwāt;média(feminino)
middling;ˈmɪd.əl.ɪŋ;ˈmidliNG;middlling
midfield;ˈmɪd.fiːld;ˈmidˌfēld;meio -campo
midfielder;ˌmɪdˈfiːl.dɚ;ˈˌmidˈfēldər;meio -campista
midge;mɪdʒ;mij;Midge
midget;ˈmɪdʒ.ɪt;ˈmijit;anão
midi;ˈmɪd.i;ˈmidē;midi
midlands;ˈmɪd.ləndz;nan;nan
midlife;ˈmɪd.laɪf;midˈlīf;meia idade
midline;ˈmɪd.laɪn;ˈmidˌlīn;linha média
midmost;nan;ˈmidˌmōst;média(feminino)
midnight;ˈmɪd.naɪt;ˈmidˌnīt;meia-noite
midriff;ˈmɪd.rɪf;ˈmidˌrif;Secultriff
midship;nan;ˈmidˌSHip;Midship
midshipman;ˈmɪdˌʃɪp.mən;ˈmidˌSHipmən;Midshipman
midships;nan;ˈmidˌSHips;Midships
midst;mɪdst;midst;meio
midstream;ˌmɪdˈstriːm;ˈmidˌstrēm;Midstream
midsummer;ˌmɪdˈsʌm.ɚ;ˈmidˌsəmər;Midsummer
midway;ˌmɪdˈweɪ;ˈmidˌwā;Midway
midweek;ˌmɪdˈwiːk;ˈmidˌwēk;meio da semana
midwest;ˌmɪdˈwest;nan;nan
midwife;ˈmɪd.waɪf;ˈmidˌwīf;parteira
midwifery;ˌmɪdˈwɪf.ɚ.i;ˈmidˌwīf(ə)rē;obstetrícia(feminino)
midwinter;ˌmɪdˈwɪn.t̬ɚ;ˌmidˈwin(t)ər;meio -inverno
mien;miːn;mēn;Mien
might;maɪt;mīt;poderia
mightily;ˈmaɪ.t̬əl.i;ˈmīd(ə)lē;poderosamente
mighty;ˈmaɪ.t̬i;ˈmīdē;poderosa(feminino)
migraine;ˈmaɪ.ɡreɪn;ˈmīˌɡrān;enxaqueca
migrant;ˈmaɪ.ɡrənt;ˈmīɡrənt;migrante
migrate;ˈmaɪ.ɡreɪt;ˈmīˌɡrāt;migrar
migrated;maɪˈɡreɪt;nan;migrou
migrating;maɪˈɡreɪt;nan;nan
migration;maɪˈɡreɪ.ʃən;mīˈɡrāSH(ə)n;migração
migratory;ˈmaɪ.ɡrə.tɔːr.i;ˈmīɡrəˌtôrē;migratória(feminino)
mike;maɪk;mīk;Mike
mil;ˌdɑːtˈmɪl;nan;nan
milady; /mɪˈleɪdi/;məˈlādē;Milady
mild;maɪld;mīld;suave
mildew; /ˈmɪlduː/;ˈmilˌd(y)o͞o;BINGEW
mildew;ˈmɪl.duː;ˈmilˌd(y)o͞o;BINGEW
mildewed;ˈmɪl.duːd;nan;Madeira
mildewy;nan;ˈmilˌd(y)o͞oē;Mudwy
mildly;ˈmaɪld.li;ˈmīldlē;levemente
mildness;ˈmaɪld.nəs;ˈmīldnəs;suavidade
mile;maɪl;mīl;milha
mileage;ˈmaɪ.lɪdʒ;ˈmīlij;quilometragem
milepost;ˈmaɪlpəʊst;nan;MILEPOST
miler;nan;ˈmīlər;Miler
miles; /maɪlz/;nan;nan
milestone;ˈmaɪl.stoʊn;ˈmīlˌstōn;marco
milf;mɪlf;nan;nan
milfs;mɪlf;nan;nan
milieu;miːlˈjɜː;milˈyo͞o;meio
milieux;nan;milˈyo͞o;Milieux
militancy;ˈmɪl.ə.tən.si;ˈmiləd(ə)nsē;militância
militant;ˈmɪl.ə.tənt;ˈmiləd(ə)nt;militante
militantly;ˈmɪl.ə.tənt.li;nan;militantemente
militarily;ˌmɪl.əˈter.əl.i;ˌmiləˈterəlē;militarmente
militarism;ˈmɪl.ə.tɚ.ɪ.zəm;nan;militarismo
militarist;ˈmɪl.ə.tə.rɪst;nan;militarista
militaristic;ˌmɪl.ə.təˈrɪs.tɪk;ˌmilədəˈristik;militarista
military;ˈmɪl.ə.ter.i;ˈmiləˌterē;militares
militate;ˈmil.ə.teɪt;ˈmiləˌtāt;militar
militia;məˈlɪʃ.ə;məˈliSHə;milícia
militiaman;məˈlɪʃ.ə.mən;məˈliSHəmən;miliciana(feminino)
milk;mɪlk;milk;leite
milked;mɪlk;nan;nan
milker;nan;ˈmilkər;ordenhador
milking;mɪlk;nan;nan
milkmaid; /ˈmɪlkmeɪd/;ˈmilkˌmād;leiteira
milkman;ˈmɪlk.mən;ˈmilkmən;leiteiro
milkshake;ˈmɪlk.ʃeɪk;ˈmilkSHāk;milkshake
milky;ˈmɪl.ki;ˈmilkē;leitosa(feminino)
mill;mɪl;mil;moinho
milled;mɪl;nan;nan
millenarian; /ˌmɪlɪˈneriən/;ˌmiləˈnerēən;milenariano
millenarianism; /ˌmɪlɪˈneriənɪzəm/;ˌmiləˈnerēəˌnizəm;milenarianismo
millennial;mɪˈlen.i.əl;miˈlenēəl;milenar
millennium;mɪˈlen.i.əm;məˈlenēəm;milênio
miller;ˈmɪl.ɚ;ˈmilər;moleiro
millet;ˈmɪl.ɪt;ˈmilit;painço
milligram;ˈmɪl.ɪ.ɡræm;ˈmiləˌɡram;miligrama
millimetre;ˈmɪl.ɪˌmiː.tər;nan;milímetro
milliner;ˈmɪl.ə.nɚ;ˈmilənər;Milliner
millinery;ˈmɪl.ə.ner.i;ˈmiləˌnerē;Millinery
milling;ˈmɪl.ɪŋ;ˈmiliNG;moagem
million;ˈmɪl.jən;ˈmilyən;milhão
millionaire;ˌmɪl.jəˈner;ˌmilyəˈner;milionário
millions;ˈmɪl.jən;nan;nan
millionth;ˈmɪl.jənθ;ˈmilyənTH;milionésimo
millipede;ˈmɪl.ə.piːd;ˈmiləˌpēd;Millipede
millisecond;ˈmɪl.əˌsek.ənd;ˈmiləˌsekənd;milissegundo
millpond;ˈmɪl.pɑːnd;ˈmilˌpänd;Millpond
mills;mɪl;nan;nan
millstone;ˈmɪl.stoʊn;ˈmilˌstōn;mó
milord; /mɪˈlɔːrd/;məˈlôrd;Milord
milt;nan;milt;Milt
milton;ˌmɪl.tən ˈkiːnz;nan;nan
mime;maɪm;mīm;MIME
mimed;maɪm;nan;nan
mimetic;mɪˈmet̬.ɪk;məˈmedik;mimética(feminino)
mimic; /ˈmɪmɪk/;ˈmimik;mímica(feminino)
mimic;ˈmɪm.ɪk;ˈmimik;mímica(feminino)
mimicker;nan;ˈmiməkər;Mimicker
mimicry;ˈmɪm.ɪ.kri;ˈmiməkrē;mimetismo
miming;maɪm;nan;nan
mimosa;mɪˈmoʊ.sə;miˈmōsə;mimosa(feminino)
minaret;ˌmɪn.əˈret;ˌminəˈret;minarete
mince;mɪns;mins;Made
minced;mɪnst;minst;picado
mincemeat;ˈmɪns.miːt;ˈminsˌmēt;carne moída
mincer;ˈmɪn.sɚ;nan;Mincer
mincing;ˈmɪn.sɪŋ;nan;picada(feminino)
mind; /maɪnd/;mīnd;mente
mind;maɪnd;mīnd;mente
minder;ˈmaɪn.dɚ;nan;Minder
mindful;ˈmaɪnd.fəl;ˈmīn(d)fəl;atenta(feminino)
minding;maɪnd;nan;nan
mindless; /ˈmaɪndləs/;ˈmīn(d)ləs;irracional
mindlessly; /ˈmaɪndləsli/;ˈmīn(d)lislē;sem pensar
minds;maɪnd;nan;nan
mindset;ˈmaɪnd.set;ˈmīn(d)set;mentalidade
mine; /maɪn/;mīn;minha(feminino)
mine;maɪn;mīn;minha(feminino)
mined;maɪn;nan;nan
minefield;ˈmaɪn.fiːld;ˈmīnˌfēld;campo minado
miner;ˈmaɪ.nɚ;ˈmīnər;mineira(feminino)
mineral;ˈmɪn.ər.əl;ˈmin(ə)rəl;mineral
mineralogical;ˌmɪn.ə.rəˈlɑː.dʒɪ.kəl;nan;mineralógica(feminino)
mineralogy;ˌmɪn.əˈræl.ə.dʒi;ˌminəˈräləjē;mineralogia
minerals;ˈmɪn.ər.əl;nan;nan
mines;maɪn;nan;nan
mineshaft; /ˈmaɪnʃæft/;nan;nan
minestrone;ˌmɪn.əˈstroʊ.ni;ˌminəˈstrōnē;Sopa grossa de vegetais e macarrão
minesweeper;ˈmaɪnˌswiː.pɚ;ˈmīnˌswēpər;Minesweeper
mingle;ˈmɪŋ.ɡəl;ˈmiNGɡəl;misturar -se
mingled;ˈmɪŋ.ɡəl;nan;nan
mingling;ˈmɪŋ.ɡəl;nan;nan
mini;ˈmɪn.i;ˈminē;Mini
miniature;ˈmɪn.i.ə.tʃɚ;ˈmin(ē)əCHər;miniatura
miniaturist; /ˈmɪnɪtʃərɪst/;ˈmin(ē)əCH(ə)rəst;miniaturista
minibar;ˈmɪn.i.bɑːr;ˈminēˌbär;frigobar
minibus;ˈmɪn.i.bʌs;ˈminēˌbəs;mini onibus
minicab;ˈmɪn.i.kæb;nan;Minicab
minicomputer;nan;ˈminēkəmˌpyo͞odər;Minicomputer
minim;ˈmɪn.ɪm;ˈminim;mínima(feminino)
minimal;ˈmɪn.ə.məl;ˈminəməl;mínima(feminino)
minimalism;ˈmɪn.ə.məl.ɪ.zəm;ˈminəməˌlizəm;minimalismo
minimalist;ˈmɪn.ə.məl.ɪst;ˈminəmələst;minimalista
minimalistic;ˌmɪn.ə.məˈlɪs.tɪk;nan;minimalista
