data_base,uf,tcb,sr,cliente,ocupacao,cnae_secao,cnae_subclasse,porte,modalidade,origem,indexador,numero_de_operacoes,a_vencer_ate_90_dias,a_vencer_de_91_ate_360_dias,a_vencer_de_361_ate_1080_dias,a_vencer_de_1081_ate_1800_dias,a_vencer_de_1801_ate_5400_dias,a_vencer_acima_de_5400_dias,vencido_acima_de_15_dias,carteira_ativa,carteira_inadimplida_arrastada,ativo_problematico
2023-01-31,BA,Cooperativas,S5,PJ,-,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PJ - Cultivo de frutas de lavoura permanente não especificadas anteriormente,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,43856.25,92760.24,50712.97,0.0,0.0,0.0,0.0,187329.46,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Salas de acesso à internet,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,3315.47,8783.28,24229.74,16231.72,530.35,0.0,0.0,53090.56,0.0,0.0
2023-01-31,AM,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de lubrificantes,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,53639.32,134559.82,188090.59,25401.05,0.0,0.0,20245.79,421936.57,116313.4,130843.8
2023-01-31,PR,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,"PJ - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",PJ - Grande                                  ,PJ - Cheque especial e conta garantida,Sem destinação específica,Flutuantes,<= 15,250213.64,0.0,0.0,0.0,0.0,0.0,0.0,250213.64,0.0,0.0
2023-01-31,MS,Bancário,S1,PF,PF - Empregado de empresa privada,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Pós-fixado,39,9218.4,20347.0,51004.12,32299.69,41802.89,0.0,566761.81,721433.91,619455.11,687015.98
2023-01-31,SP,Bancário,S1,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Promoção de vendas,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Flutuantes,<= 15,10.7,11155.75,0.0,0.0,0.0,0.0,0.0,11166.45,0.0,0.0
2023-01-31,DF,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Serviços de acabamentos gráficos, exceto encadernação e plastificação",PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Pós-fixado,<= 15,23500.27,69818.56,234521.08,309277.74,0.0,0.0,0.0,637117.65,0.0,0.0
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Lojas de variedades, exceto lojas de departamentos ou magazines",PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,136,357323.16,137852.34,71357.24,26850.4,1222.7,0.0,21939.95,616545.79,14889.12,28824.22
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Serviços de usinagem, tornearia e solda",PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,40717.05,137608.86,331458.59,154308.45,0.0,0.0,0.0,664092.95,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de tintas, vernizes, esmaltes e lacas",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,532857.5,1478530.34,2907714.55,1291639.05,0.0,0.0,0.0,6210741.44,0.0,0.0
2023-01-31,SC,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de artefatos diversos de madeira, exceto móveis",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,198428.64,567893.4,145137.37,0.0,0.0,0.0,0.0,911459.41,0.0,0.0
2023-01-31,MS,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de medicamentos veterinários,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,47,467760.82,776418.46,524616.68,130399.35,210961.46,0.0,0.0,2110156.77,0.0,0.0
2023-01-31,BA,Cooperativas,S5,PF,PF - MEI,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Pós-fixado,<= 15,4606.7,8536.76,16235.07,7915.95,0.0,0.0,2645.96,39940.44,3059.58,38729.64
2023-01-31,SC,Cooperativas,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Flutuantes,<= 15,0.0,1245.04,2476.31,0.0,0.0,0.0,0.0,3721.35,0.0,3721.35
2023-01-31,GO,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Padaria e confeitaria com predominância de revenda,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,9637.52,0.0,0.0,0.0,0.0,0.0,0.0,9637.52,0.0,0.0
2023-01-31,SC,Não bancário,S3,PJ,-,PJ - Construção,"PJ - Instalações hidráulicas, sanitárias e de gás",PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,2828.24,1618.56,0.0,0.0,0.0,0.0,0.0,4446.8,0.0,0.0
2023-01-31,MG,Cooperativas,S4,PJ,-,PJ - Informação e comunicação,PJ - Provedores de acesso às redes de comunicações,PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,23362.13,18498.13,0.0,0.0,0.0,0.0,0.0,41860.26,0.0,0.0
2023-01-31,SP,Bancário,S3,PF,PF - Empresário,-,-,PF - Indisponível                            ,PF - Outros créditos,Com destinação específica,Pós-fixado,<= 15,53861.36,121921.74,325124.64,311577.78,1490155.77,0.0,0.0,2302641.29,0.0,0.0
2023-01-31,MG,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Lojas de variedades, exceto lojas de departamentos ou magazines",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Flutuantes,<= 15,3509.98,7312.52,7486.53,0.0,0.0,0.0,0.0,18309.03,0.0,0.0
2023-01-31,AP,Bancário,S1,PF,PF - Outros,-,-,PF - Até 1 salário mínimo                    ,PF - Cartão de crédito,Sem destinação específica,Pós-fixado,905,40026.13,47929.43,32053.8,6015.7,6537.46,0.0,425427.29,557989.81,385529.88,521700.29
2023-01-31,ES,Bancário,S1,PJ,-,PJ - Construção,"PJ - Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,20,58552.57,34769.63,5241.77,911.56,0.0,0.0,710.23,100185.76,0.0,28898.61
2023-01-31,MS,Bancário,S2,PF,PF - Outros,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,2854,935098.68,1614400.97,2280391.84,400916.5,40399.92,0.0,76664.89,5347872.8,55547.11,206889.62
2023-01-31,MT,Bancário,S2,PJ,-,PJ - Outras atividades de serviços,PJ - Higiene e embelezamento de animais domésticos,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,14763.41,40251.78,63099.18,0.0,0.0,0.0,0.0,118114.37,0.0,0.0
2023-01-31,PR,Não bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,16828.63,5153.44,0.0,0.0,0.0,0.0,1703.82,23685.89,1386.74,1386.74
2023-01-31,PA,Cooperativas,S4,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Agências de viagens,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,48632.03,2772.8,0.0,0.0,0.0,0.0,0.0,51404.83,0.0,0.0
2023-01-31,SE,Não bancário,S3,PJ,-,PJ - Atividades imobiliárias,PJ - Gestão e administração da propriedade imobiliária,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,672.92,954.15,0.0,0.0,0.0,0.0,0.0,1627.07,0.0,0.0
2023-01-31,SP,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de cimento,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,244766.99,608568.54,2445897.26,12700000.0,0.0,0.0,0.0,15999232.79,0.0,0.0
2023-01-31,PI,Bancário,S1,PF,PF - Servidor ou empregado público,-,-,PF - Sem rendimento                          ,PF - Habitacional,Com destinação específica,Pós-fixado,<= 15,4504.91,12650.67,28164.24,20802.63,8222.64,0.0,8640.61,82985.7,73405.68,82985.7
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de acessórios do vestuário, exceto para segurança e proteção",PJ - Médio                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,21553.0,21553.0,21553.0,21553.0
2023-01-31,SE,Bancário,S4,PJ,-,PJ - Construção,"PJ - Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,6113.42,16899.21,3659.86,0.0,0.0,0.0,0.0,26672.49,0.0,0.0
2023-01-31,RO,Cooperativas,S4,PJ,-,"PJ - Transporte, armazenagem e correio","PJ - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,21,270627.33,752749.5,1362006.68,583651.11,0.0,0.0,15075.34,2984109.96,29448.39,41352.54
2023-01-31,PR,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de materiais de construção em geral,PJ - Grande                                  ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,184565.75,226991.3,0.0,0.0,0.0,0.0,0.0,411557.05,0.0,0.0
2023-01-31,MT,Cooperativas,S5,PJ,-,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",PJ - Coleta de resíduos não-perigosos,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,2705.36,4378.68,0.0,0.0,0.0,0.0,0.0,7084.04,0.0,0.0
2023-01-31,CE,Bancário,S1,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividades de podologia,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,2250.76,0.0,0.0,0.0,0.0,0.0,0.0,2250.76,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de embalagens de material plástico,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,3335.74,2223.78,0.0,0.0,0.0,0.0,0.0,5559.52,0.0,0.0
2023-01-31,SP,Bancário,S1,PJ,-,PJ - Informação e comunicação,PJ - Edição de revistas,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Pós-fixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,14195.68,14195.68,14195.68,14195.68
2023-01-31,RO,Cooperativas,S4,PF,PF - Outros,-,-,PF - Acima de 20 salários mínimos            ,PF - Rural e agroindustrial,Sem destinação específica,Flutuantes,<= 15,0.0,1490019.08,1461027.16,0.0,0.0,0.0,0.0,2951046.24,0.0,0.0
2023-01-31,PR,Bancário,S2,PJ,-,PJ - Outras atividades de serviços,PJ - Reparação e manutenção de equipamentos de comunicação,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,42,7705.39,6065.09,52.68,0.0,0.0,0.0,10174.69,23997.85,6462.55,9532.93
2023-01-31,PA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de medicamentos veterinários,PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,25800.0,68800.0,206400.0,69432.08,0.0,0.0,0.0,370432.08,0.0,0.0
2023-01-31,RR,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de especiarias, molhos, temperos e condimentos",PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,7174.05,442.84,0.0,0.0,0.0,0.0,140.64,7757.53,140.64,146.24
2023-01-31,SP,Cooperativas,S4,PJ,-,PJ - Informação e comunicação,PJ - Serviços de comunicação multimídia - SCM,PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,33637.45,89147.48,148573.34,32585.03,0.0,0.0,0.0,303943.3,0.0,0.0
2023-01-31,AM,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de cosméticos e produtos de perfumaria,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,390915.1,0.0,0.0,0.0,0.0,0.0,230421.11,621336.21,30698.06,230421.11
2023-01-31,AP,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Locação de mão-de-obra temporária,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,0.0,134060.64,402181.92,17361.42,0.0,0.0,0.0,553603.98,0.0,0.0
2023-01-31,CE,Bancário,S2,PJ,-,"PJ - Artes, cultura, esporte e recreação",PJ - Atividades de condicionamento físico,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,8278.14,12057.17,0.0,0.0,0.0,0.0,0.0,20335.31,0.0,0.0
2023-01-31,DF,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Imunização e controle de pragas urbanas,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Pós-fixado,<= 15,6325.06,13180.54,1767.63,0.0,0.0,0.0,0.0,21273.23,0.0,0.0
2023-01-31,SC,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de cerveja, chope e refrigerante",PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Outros indexadores,<= 15,9410.2,27980.04,69826.61,29622.41,0.0,0.0,0.0,136839.26,0.0,0.0
2023-01-31,PE,Bancário,S2,PF,PF - Outros,-,-,PF - Sem rendimento                          ,PF - Outros créditos,Com destinação específica,Prefixado,27,110461.35,96512.4,394.19,0.0,0.0,0.0,9356.13,216724.07,3997.44,8310.42
2023-01-31,BA,Não bancário,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de bebidas,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,11136.13,34440.81,0.0,0.0,0.0,0.0,0.0,45576.94,0.0,0.0
2023-01-31,RS,Cooperativas,S5,PF,PF - Servidor ou empregado público,-,-,PF - Mais de 3 a 5 salários mínimos          ,PF - Empréstimo com consignação em folha,Sem destinação específica,Pós-fixado,<= 15,3586.01,7777.64,5364.96,0.0,0.0,0.0,0.0,16728.61,0.0,0.0
2023-01-31,RS,Cooperativas,S4,PJ,-,"PJ - Atividades profissionais, científicas e técnicas","PJ - Atividades de produção de fotografias, exceto aérea e submarina",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,182,387237.67,711916.35,1318363.43,632981.0,822820.98,0.0,4031.03,3877350.46,0.0,78858.57
2023-01-31,MG,Bancário,S4,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de embalagens de material plástico,PJ - Grande                                  ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,59915.68,167336.09,256248.75,0.0,0.0,0.0,0.0,483500.52,0.0,0.0
2023-01-31,RS,Cooperativas,S4,PJ,-,"PJ - Transporte, armazenagem e correio",PJ - Organização logística do transporte de carga,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,4947.33,14841.99,37929.47,1649.09,0.0,0.0,0.0,59367.88,0.0,0.0
2023-01-31,BA,Cooperativas,S5,PJ,-,"PJ - Artes, cultura, esporte e recreação",PJ - Atividades de sonorização e de iluminação,PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,37257.33,0.0,0.0,0.0,0.0,0.0,0.0,37257.33,0.0,0.0
2023-01-31,MS,Cooperativas,S4,PJ,-,"PJ - Transporte, armazenagem e correio",PJ - Serviços de malote não realizados pelo Correio Nacional,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,12377.17,0.0,0.0,0.0,0.0,0.0,1217.24,13594.41,1217.24,1217.24
2023-01-31,DF,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,123873.69,385484.3,1088445.6,483511.91,0.0,0.0,0.0,2081315.5,0.0,0.0
2023-01-31,PR,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Lojas de variedades, exceto lojas de departamentos ou magazines",PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,7244.74,22700.96,10730.65,0.0,0.0,0.0,0.0,40676.35,0.0,0.0
2023-01-31,PR,Bancário,S2,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de produtos derivados do cacau e de chocolates,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,611869.38,97743.55,0.0,0.0,0.0,0.0,0.0,709612.93,0.0,0.0
2023-01-31,TO,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de carnes - açougues,PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,125,375877.31,243734.06,127970.66,31120.58,0.0,0.0,27187.44,805890.05,32718.84,204695.07
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Flutuantes,38,10171.92,10750562.4,0.0,0.0,0.0,0.0,0.0,10760734.32,0.0,0.0
2023-01-31,PR,Bancário,S3,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Aluguel de máquinas e equipamentos agrícolas sem operador,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,944.19,56.15,0.0,0.0,0.0,0.0,356.9,1357.24,278.22,593.07
2023-01-31,PA,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,9695.27,20315.34,23041.68,20161.35,0.0,0.0,0.0,73213.64,0.0,0.0
2023-01-31,MS,Bancário,S1,PF,PF - Empresário,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Habitacional,Com destinação específica,Pós-fixado,1627,11082818.58,30062055.88,68921661.81,54801032.67,143297383.48,51950035.63,854279.52,360969267.57,6037307.38,14717400.49
2023-01-31,CE,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de esquadrias de metal,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,887503.46,19856.06,52949.48,50743.26,81631.2,0.0,0.0,1092683.46,0.0,211798.69
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de cereais e leguminosas beneficiados,PJ - Grande                                  ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,318181.83,954545.49,2138724.42,0.0,0.0,0.0,0.0,3411451.74,0.0,0.0
2023-01-31,PR,Cooperativas,S3,PJ,-,PJ - Informação e comunicação,PJ - Outras atividades de prestação de serviços de informação não especificadas anteriormente,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,0.0,60.01,0.0,0.0,0.0,0.0,0.0,60.01,0.0,0.0
2023-01-31,DF,Bancário,S1,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,0.0,41089.0,146181.76,48054.07,0.0,0.0,0.0,235324.83,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de máquinas-ferramenta, peças e acessórios",PJ - Médio                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,38588.53,2961.69,0.0,0.0,0.0,0.0,0.0,41550.22,0.0,0.0
2023-01-31,GO,Cooperativas,S5,PF,PF - Aposentado/pensionista,-,-,PF - Mais de 10 a 20 salários mínimos        ,PF - Outros créditos,Sem destinação específica,Prefixado,270,594329.99,231338.01,374569.62,77034.19,0.0,1.01,206692.3,1483965.12,145492.58,185984.26
2023-01-31,SP,Bancário,S1,PJ,-,PJ - Atividades imobiliárias,PJ - Corretagem na compra e venda e avaliação de imóveis,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,512,2225000.42,5528588.4,10243862.66,2281000.26,104205.51,0.0,593225.54,20975882.79,1102657.76,4465205.16
2023-01-31,ES,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de calçados,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,12.31,0.0,0.0,0.0,0.0,0.0,0.0,12.31,0.0,0.0
2023-01-31,SP,Cooperativas,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,0.0,59.64,0.0,0.0,0.0,0.0,0.0,59.64,0.0,0.0
2023-01-31,MT,Bancário,S1,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividade médica ambulatorial restrita a consultas,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Pós-fixado,90,294301.92,867321.68,2366732.07,1962003.44,2839177.34,0.0,0.0,8329536.45,0.0,0.0
2023-01-31,MG,Bancário,S3,PF,PF - Autônomo,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Habitacional,Com destinação específica,Índices de preços,<= 15,9109.4,15079.23,40211.28,38535.81,198418.49,244582.96,0.0,545937.17,0.0,0.0
2023-01-31,RN,Bancário,S1,PJ,-,PJ - Atividades imobiliárias,PJ - Gestão e administração da propriedade imobiliária,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,38021.18,96274.97,121472.53,7184.14,0.0,0.0,3533.72,266486.54,0.0,0.0
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de combustíveis para veículos automotores,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Flutuantes,70,264066.76,769328.3,1428036.39,587322.91,339191.67,0.0,5652.84,3393598.87,40784.83,394150.49
2023-01-31,MG,Bancário,S1,PJ,-,PJ - Construção,PJ - Instalação e manutenção elétrica,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,2761.57,11093.57,18962.91,1090.5,0.0,0.0,30148.73,64057.28,48657.87,59971.64
2023-01-31,SP,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,"PJ - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",PJ - Grande                                  ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,280954.12,832828.41,2061530.09,2052508.79,83403.78,0.0,0.0,5311225.19,0.0,0.0
2023-01-31,SP,Bancário,S1,PJ,-,"PJ - Artes, cultura, esporte e recreação",PJ - Exploração de jogos eletrônicos recreativos,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,20410.03,37092.36,28604.31,0.0,0.0,0.0,4929.86,91036.56,0.0,0.0
2023-01-31,TO,Bancário,S1,PJ,-,PJ - Alojamento e alimentação,PJ - Hotéis,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Pós-fixado,<= 15,72233.36,206066.49,304002.77,157690.53,0.0,0.0,0.0,739993.15,0.0,0.0
2023-01-31,GO,Cooperativas,S5,PF,PF - Aposentado/pensionista,-,-,PF - Mais de 10 a 20 salários mínimos        ,PF - Outros créditos,Sem destinação específica,Flutuantes,<= 15,41119.1,245658.24,345514.37,253518.5,270869.44,0.0,46387.02,1203066.67,220405.9,239602.42
2023-01-31,CE,Bancário,S1,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados","PJ - Outras sociedades de participação, exceto holdings",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,99999.99,299999.97,580659.66,0.0,0.0,0.0,0.0,980659.62,0.0,0.0
2023-01-31,PA,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Aluguel de máquinas e equipamentos agrícolas sem operador,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,6093.07,0.0,0.0,0.0,0.0,0.0,0.0,6093.07,0.0,0.0
2023-01-31,PI,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,222242.95,452854.08,828916.17,313095.43,0.0,0.0,0.0,1817108.63,0.0,0.0
2023-01-31,RJ,Bancário,S3,PF,PF - Aposentado/pensionista,-,-,PF - Acima de 20 salários mínimos            ,PF - Habitacional,Com destinação específica,Pós-fixado,<= 15,10897.16,33541.65,88383.09,87340.23,440830.62,134576.54,17739.92,813309.21,210027.03,213555.57
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Outras atividades de serviços,-,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,33,158923.86,407669.04,673097.04,186984.1,6993.95,0.0,3133.87,1436801.86,30363.49,36038.3
2023-01-31,TO,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,1093.94,3281.76,729.27,0.0,0.0,0.0,0.0,5104.97,0.0,0.0
2023-01-31,MS,Cooperativas,S4,PF,PF - Empresário,-,-,PF - Mais de 1 a 2 salários mínimos          ,PF - Outros créditos,Sem destinação específica,Prefixado,1381,1854937.0,2227556.81,1952168.71,466720.12,24821.41,0.0,386127.81,6912331.86,380106.73,1716890.73
